ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2
P679,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,300,420,0,0,0,0,12000
P680,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,375,525,0,0,0,0,15000
P681,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,75,105,0,0,0,0,3000
P682,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,250,350,0,0,0,0,10000
P683,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,75,105,0,0,0,0,3000
P684,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,300,420,0,0,0,0,12000
P685,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,250,350,0,0,0,0,10000
P686,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,250,350,0,0,0,0,10000
P687,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,175,245,0,0,0,0,7000
P688,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P689,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,0,0,0,300,420,0,0,0,0,12000
P690,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P691,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P692,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P693,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P694,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P695,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P696,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P697,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P698,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P699,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P700,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P701,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P702,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P703,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P704,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P705,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P706,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P707,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P708,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P709,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P710,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P711,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P712,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P713,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P714,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P715,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P716,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P717,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P718,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P719,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P720,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P721,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0,0,0,50,70,0,0,0,0,2000
P722,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,70,84,0,0,0,0,0,0,0,2800
P723,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,20,24,0,0,0,0,0,0,0,800
P724,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P725,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,130,156,0,0,0,0,0,0,0,5200
P726,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,80,96,0,0,0,0,0,0,0,3200
P727,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,70,84,0,0,0,0,0,0,0,2800
P728,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,100,120,0,0,0,0,0,0,0,4000
P729,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,40,48,0,0,0,0,0,0,0,1600
P730,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,100,120,0,0,0,0,0,0,0,4000
P731,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,180,216,0,0,0,0,0,0,0,7200
P732,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P733,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,40,48,0,0,0,0,0,0,0,1600
P734,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,20,24,0,0,0,0,0,0,0,800
P735,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,120,144,0,0,0,0,0,0,0,4800
P736,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,150,180,0,0,0,0,0,0,0,6000
P737,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P738,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,150,180,0,0,0,0,0,0,0,6000
P739,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P740,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,80,96,0,0,0,0,0,0,0,3200
P741,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,100,120,0,0,0,0,0,0,0,4000
P742,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,70,84,0,0,0,0,0,0,0,2800
P743,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,60,72,0,0,0,0,0,0,0,2400
P744,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,70,84,0,0,0,0,0,0,0,2800
P745,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,400,480,0,0,0,0,0,0,0,16000
P746,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,100,120,0,0,0,0,0,0,0,4000
P747,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P748,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,70,84,0,0,0,0,0,0,0,2800
P749,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,100,120,0,0,0,0,0,0,0,4000
P750,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P751,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,100,120,0,0,0,0,0,0,0,4000
P752,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,50,60,0,0,0,0,0,0,0,2000
P753,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,250,300,0,0,0,0,0,0,0,10000
P754,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,75,90,0,0,0,0,0,0,0,3000
P755,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,150,180,0,0,0,0,0,0,0,6000
P756,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,325,390,0,0,0,0,0,0,0,13000
P757,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,100,120,0,0,0,0,0,0,0,4000
P758,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,250,300,0,0,0,0,0,0,0,10000
P759,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,200,240,0,0,0,0,0,0,0,8000
P760,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,200,240,0,0,0,0,0,0,0,8000
P761,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,375,450,0,0,0,0,0,0,0,15000
P762,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,300,360,0,0,0,0,0,0,0,12000
P763,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,375,450,0,0,0,0,0,0,0,15000
P764,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,75,90,0,0,0,0,0,0,0,3000
P765,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,250,300,0,0,0,0,0,0,0,10000
P766,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,75,90,0,0,0,0,0,0,0,3000
P767,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,300,360,0,0,0,0,0,0,0,12000
P768,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,250,300,0,0,0,0,0,0,0,10000
P769,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,250,300,0,0,0,0,0,0,0,10000
P770,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,125,150,0,0,0,0,0,0,0,5000
P771,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,125,150,0,0,0,0,0,0,0,5000
P772,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,300,360,0,0,0,0,0,0,0,12000
P773,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P774,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P775,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,250,300,0,0,0,0,0,0,0,10000
P776,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P777,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P778,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,80,96,0,0,0,0,0,0,0,3200
P779,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P780,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P781,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P782,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P783,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,250,300,0,0,0,0,0,0,0,10000
P784,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P785,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,80,96,0,0,0,0,0,0,0,3200
P786,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P787,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P788,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,250,300,0,0,0,0,0,0,0,10000
P789,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,50,60,0,0,0,0,0,0,0,2000
P790,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,200,240,0,0,0,0,0,0,0,8000
P791,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P792,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P793,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P794,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P795,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P796,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P797,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,50,60,0,0,0,0,0,0,0,2000
P798,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,50,60,0,0,0,0,0,0,0,2000
P799,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P800,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P801,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P802,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,50,60,0,0,0,0,0,0,0,2000
P803,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P804,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,250,300,0,0,0,0,0,0,0,10000
P805,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P806,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,40,48,0,0,0,0,0,0,0,1600
P807,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P808,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P809,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,40,48,0,0,0,0,0,0,0,1600
P810,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P811,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P812,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,75,90,0,0,0,0,0,0,0,3000
P813,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P814,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,40,48,0,0,0,0,0,0,0,1600
P815,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P816,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P817,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P818,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P819,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,125,150,0,0,0,0,0,0,0,5000
P820,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P821,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P822,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P823,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P824,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P825,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P826,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P827,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P828,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P829,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P830,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P831,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P832,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P833,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P834,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P835,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P836,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,50,60,0,0,0,0,0,0,0,2000
P837,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,50,60,0,0,0,0,0,0,0,2000
P838,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P839,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P840,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P841,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P842,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P843,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P844,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P845,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P846,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P847,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P848,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P849,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P850,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P851,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P852,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P853,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,80,96,0,0,0,0,0,0,0,3200
P854,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P855,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P856,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P857,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P858,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P859,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P860,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,80,96,0,0,0,0,0,0,0,3200
P861,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P862,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P863,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P864,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P865,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P866,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P867,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,375,450,0,0,0,0,0,0,0,15000
P868,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P869,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,100,120,0,0,0,0,0,0,0,4000
P870,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,250,300,0,0,0,0,0,0,0,10000
P871,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,80,96,0,0,0,0,0,0,0,3200
P872,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,70,84,0,0,0,0,0,0,0,2800
P873,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,150,180,0,0,0,0,0,0,0,6000
P874,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,80,96,0,0,0,0,0,0,0,3200
P875,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P876,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,80,96,0,0,0,0,0,0,0,3200
P877,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,80,96,0,0,0,0,0,0,0,3200
P878,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P879,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,270,324,0,0,0,0,0,0,0,10800
P880,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,250,300,0,0,0,0,0,0,0,10000
P881,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,100,120,0,0,0,0,0,0,0,4000
P882,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P883,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P884,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,150,180,0,0,0,0,0,0,0,6000
P885,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P886,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,80,96,0,0,0,0,0,0,0,3200
P887,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P888,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,100,120,0,0,0,0,0,0,0,4000
P889,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P890,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,150,180,0,0,0,0,0,0,0,6000
P891,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,200,240,0,0,0,0,0,0,0,8000
P892,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,60,72,0,0,0,0,0,0,0,2400
P893,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P894,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P895,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,400,480,0,0,0,0,0,0,0,16000
P896,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,100,120,0,0,0,0,0,0,0,4000
P897,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P898,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,50,60,0,0,0,0,0,0,0,2000
P899,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,200,240,0,200,240,0,0,0,0,16000
P900,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,225,270,0,225,270,0,0,0,0,18000
P901,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,150,180,0,150,180,0,0,0,0,12000
P902,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,200,240,0,200,240,0,0,0,0,16000
P903,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,240,288,0,240,288,0,0,0,0,19200
P904,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,100,120,0,100,120,0,0,0,0,8000
P905,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,150,180,0,150,180,0,0,0,0,12000
P906,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,230,276,0,230,276,0,0,0,0,18400
P907,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,103,123,0,103,123,0,0,0,0,8200
P908,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,125,150,0,125,150,0,0,0,0,10000
P909,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,230,276,0,230,276,0,0,0,0,18400
P910,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,50,60,0,50,60,0,0,0,0,4000
P911,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,100,120,0,100,120,0,0,0,0,8000
P912,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,100,120,0,100,120,0,0,0,0,8000
P913,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,200,240,0,200,240,0,0,0,0,16000
P914,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,50,60,0,50,60,0,0,0,0,4000
P915,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,200,240,0,200,240,0,0,0,0,16000
P916,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,200,240,0,200,240,0,0,0,0,16000
P917,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,50,60,0,50,60,0,0,0,0,4000
P918,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,50,60,0,50,60,0,0,0,0,4000
P919,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,150,180,0,150,180,0,0,0,0,12000
P920,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,200,240,0,200,240,0,0,0,0,16000
P921,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,150,180,0,150,180,0,0,0,0,12000
P922,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,240,288,0,240,288,0,0,0,0,19200
P923,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,225,270,0,225,270,0,0,0,0,18000
