ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2
P2186,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2187,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2188,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2189,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2190,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2191,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2192,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2193,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2194,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2195,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2196,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2197,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2198,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2199,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2200,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2201,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2202,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2203,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2204,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2205,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2206,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2207,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2208,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2209,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2210,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2211,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2212,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2213,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2214,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2215,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2216,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2217,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2218,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2219,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2220,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2221,LUMBAN GURNING,TANI JAYA,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2222,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2223,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2224,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2225,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2226,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2227,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2228,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2229,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2230,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,125,150,500,15000
P2231,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2232,LUMBAN GURNING,TANI JAYA,PADI,125,150,500,0,0,0,0,0,0,5000
P2233,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2234,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2235,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2236,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2237,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2238,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2239,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2240,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2241,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,125,150,500,15000
P2242,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2243,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2244,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2245,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2246,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2247,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2248,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2249,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,62,75,0,12500
P2250,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2251,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,15000
P2252,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2253,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2254,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2255,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2256,LUMBAN GURNING,TANI JAYA,PADI,125,150,500,0,0,0,0,0,0,5000
P2257,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2258,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2259,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,125,150,500,15000
P2260,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2261,LUMBAN GURNING,TANI JAYA,PADI,125,150,500,0,0,0,0,0,0,5000
P2262,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2263,LUMBAN GURNING,TANI JAYA,PADI,250,300,1000,0,0,0,0,0,0,10000
P2264,LUMBAN GURNING,TANI JAYA,PADI,125,150,500,0,0,0,0,0,0,5000
P2265,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2266,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2267,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2268,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2269,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2270,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2271,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2272,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2273,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2274,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2275,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2276,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2277,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2278,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2279,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2280,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2281,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2282,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2283,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2284,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2285,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2286,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2287,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2288,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2289,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2290,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2291,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2292,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2293,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2294,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,125,125,175,0,10000
P2295,PATANE V,BALASARIBU,JAGUNG,0,0,0,61,87,0,0,0,0,2500
P2296,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2297,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2298,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2299,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2300,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2301,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2302,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2303,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2304,PATANE V,BALASARIBU,PADI,125,150,500,0,0,0,0,0,0,5000
P2305,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2306,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2307,PATANE V,BALASARIBU,PADI,75,150,500,0,0,0,0,0,0,5000
P2308,PATANE V,BALASARIBU,PADI,75,150,500,0,0,0,0,0,0,5000
P2309,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2310,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2311,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2312,PATANE V,BALASARIBU,PADI,75,150,500,0,0,0,0,0,0,5000
P2313,PATANE V,BALASARIBU,PADI,125,150,500,0,0,0,0,0,0,5000
P2314,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2315,PATANE V,BALASARIBU,PADI,75,150,500,0,0,0,0,0,0,5000
P2316,PATANE V,BALASARIBU,PADI,125,150,500,0,0,0,0,0,0,5000
P2317,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2318,PATANE V,BALASARIBU,PADI,125,150,500,0,0,0,0,0,0,5000
P2319,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2320,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2321,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2322,PATANE V,BALASARIBU,PADI,75,150,500,0,0,0,0,0,0,5000
P2323,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2324,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2325,PATANE V,BALASARIBU,PADI,125,150,500,0,0,0,0,0,0,5000
P2326,PATANE V,BALASARIBU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2327,PATANE V,BALASARIBU,CABAI,0,100,0,0,0,0,0,0,0,2500
P2328,PATANE V,BALASARIBU,CABAI,0,100,0,0,0,0,0,0,0,2500
P2329,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P2330,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P2331,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P2332,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P2333,PATANE V,BALASARIBU,JAGUNG,0,0,0,125,175,0,125,175,0,10000
P2334,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2335,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2336,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2337,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2338,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2339,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2340,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2341,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2342,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2343,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2344,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2345,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2346,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2347,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2348,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2349,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2350,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2351,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2352,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2353,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2354,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2355,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2356,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2357,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2358,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2359,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2360,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2361,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2362,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2363,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2364,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2365,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2366,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2367,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2368,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2369,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2370,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2371,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2372,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2373,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2374,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2375,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2376,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2377,PATANE V,SEHATI,JAGUNG,0,0,0,75,175,0,0,0,0,5000
P2378,PATANE V,SEHATI,JAGUNG,0,0,0,37,87,0,0,0,0,2500
P2379,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2380,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2381,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2382,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2383,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2384,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2385,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2386,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2387,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2388,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2389,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2390,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2391,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2392,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2393,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2394,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2395,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2396,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2397,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2398,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2399,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2400,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2401,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2402,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2403,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2404,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2405,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2406,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2407,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2408,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2409,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2410,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2411,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2412,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2413,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2414,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2415,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2416,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2417,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2418,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2419,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2420,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2421,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2422,PATANE V,SEHATI,PADI,150,300,1000,0,0,0,0,0,0,10000
P2423,PATANE V,SEHATI,PADI,75,150,500,0,0,0,0,0,0,5000
P2424,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2425,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2426,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2427,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2428,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2429,PATANE II,TANI MAJU,JAGUNG,0,0,0,0,0,0,0,0,0,2500
P2430,PATANE II,TANI MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2431,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2432,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2433,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2434,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2435,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2436,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2437,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2438,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2439,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2440,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2441,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2442,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2443,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2444,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2445,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2446,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2447,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2448,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2449,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2450,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2451,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2452,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2453,PATANE II,TANI MAJU,JAGUNG,0,0,0,125,175,0,0,0,0,5000
P2454,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2455,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2456,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2457,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2458,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2459,PATANE II,TANI MAJU,JAGUNG,0,0,0,62,87,0,0,0,0,2500
P2460,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2461,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2462,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2463,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2464,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2465,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2466,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2467,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2468,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2469,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2470,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2471,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2472,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2473,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2474,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2475,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2476,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2477,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2478,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2479,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2480,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2481,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2482,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2483,PATANE V,DESA MAJU,PADI,225,450,1500,0,0,0,0,0,0,15000
P2484,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2485,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2486,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2487,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2488,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
P2489,PATANE V,DESA MAJU,PADI,150,300,1000,0,0,0,0,0,0,10000
