ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label,Rekomendasi,Detail_Analisis,Prioritas
P1116,SITOLUAMA,SITAMBUHU,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1117,SITOLUAMA,SITAMBUHU,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1118,SITOLUAMA,SITAMBUHU,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0,MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1119,SITOLUAMA,SITAMBUHU,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0,MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1120,SITOLUAMA,SITAMBUHU,JAGUNG,3000,60.0,84.0,0.0,75.0,105.0,125.0,125.0,175.0,0.0,0.3,200.0,250.0,416.6666666666667,280.0,350.0,583.3333333333334,0.0,416.6666666666667,0.0,144.0,305.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.2459016393442623,0.3442622950819672,0.4098360655737705,0.4166666666666667,0.5833333333333334,0.0,15.0,50.0,21.0,70.0,125.0,-125.0,86.66666666666667,34.03429642777023,121.33333333333333,47.648014998878324,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.6330779345604848,0.05676532266340907,-0.09640370030838333,-0.6652569333824551,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-40.0,-70.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,1830.0,1,Normal,0.13941206269675,Normal,1,Cluster 1,MT2: Urea terlalu rendah (75.0 kg vs standar 125.0 kg); NPK terlalu rendah (105.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1121,SITOLUAMA,SITAMBUHU,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1,MT2: Urea terlalu tinggi (175.0 kg vs standar 125.0 kg); NPK terlalu tinggi (245.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1122,SITOLUAMA,SITAMBUHU,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1123,SITOLUAMA,SITAMBUHU,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1124,SITOLUAMA,SITAMBUHU,JAGUNG,1000,60.0,84.0,0.0,25.0,35.0,125.0,125.0,175.0,0.0,0.1,600.0,250.0,1250.0,840.0,350.0,1750.0,0.0,1250.0,0.0,144.0,185.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.13513513513513514,0.1891891891891892,0.6756756756756757,0.4166666666666667,0.5833333333333334,0.0,-35.0,100.0,-49.0,140.0,125.0,-125.0,70.0,50.7444578254611,98.0,71.04224095564554,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.5040073742352478,0.05676532266340907,-0.09640370030838333,-1.546139992277928,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-80.0,-140.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2290.0,1,Normal,0.4814184765907541,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (25.0 kg vs standar 125.0 kg); NPK terlalu rendah (35.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.48,Sedang
P1125,SITOLUAMA,SITAMBUHU,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1,MT2: Urea terlalu tinggi (175.0 kg vs standar 125.0 kg); NPK terlalu tinggi (245.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1126,SITOLUAMA,SITAMBUHU,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1127,SITOLUAMA,SITAMBUHU,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1128,SITOLUAMA,SITAMBUHU,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1129,SITOLUAMA,SITAMBUHU,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1,MT2: Urea terlalu tinggi (175.0 kg vs standar 125.0 kg); NPK terlalu tinggi (245.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1130,SITOLUAMA,SITAMBUHU,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1131,SITOLUAMA,SITAMBUHU,JAGUNG,1000,60.0,84.0,0.0,25.0,35.0,125.0,125.0,175.0,0.0,0.1,600.0,250.0,1250.0,840.0,350.0,1750.0,0.0,1250.0,0.0,144.0,185.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.13513513513513514,0.1891891891891892,0.6756756756756757,0.4166666666666667,0.5833333333333334,0.0,-35.0,100.0,-49.0,140.0,125.0,-125.0,70.0,50.7444578254611,98.0,71.04224095564554,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.5040073742352478,0.05676532266340907,-0.09640370030838333,-1.546139992277928,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-80.0,-140.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2290.0,1,Normal,0.4814184765907541,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (25.0 kg vs standar 125.0 kg); NPK terlalu rendah (35.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.48,Sedang
P1132,SITOLUAMA,SITAMBUHU,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0,MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1133,SITOLUAMA,SITAMBUHU,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1134,SITOLUAMA,SITAMBUHU,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1135,SITOLUAMA,SITAMBUHU,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1136,SITOLUAMA,SITAMBUHU,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1,MT2: Urea terlalu tinggi (175.0 kg vs standar 125.0 kg); NPK terlalu tinggi (245.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1137,SITOLUAMA,TAGAHAMBING,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0,MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P1138,SITOLUAMA,TAGAHAMBING,JAGUNG,10000,60.0,84.0,0.0,250.0,350.0,125.0,125.0,175.0,0.0,1.0,60.0,250.0,125.0,84.0,350.0,175.0,0.0,125.0,0.0,144.0,725.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3448275862068966,0.4827586206896552,0.1724137931034483,0.4166666666666667,0.5833333333333334,0.0,190.0,-125.0,266.0,-175.0,125.0,-125.0,145.0,96.56603957913983,203.0,135.19245541079576,41.666666666666664,72.16878364870323,-0.09784549995733421,2.4151751043011855,0.05676532266340907,-0.09640370030838333,2.4178337727517003,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,125.0,100.0,175.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,1669.0,1,Normal,0.44822623413264484,Anomali Ringan,2,Cluster 2,Periksa kembali data input pupuk | MT2: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (350.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.45,Sedang
