ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label,Rekomendasi,Detail_Analisis,Prioritas
P655,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,3200,60.0,84.0,0.0,80.0,112.0,125.0,125.0,175.0,0.0,0.32,187.5,250.0,390.625,262.5,350.0,546.875,0.0,390.625,0.0,144.0,317.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.25236593059936907,0.35331230283911674,0.3943217665615142,0.4166666666666667,0.5833333333333334,0.0,20.0,45.0,28.0,63.0,125.0,-125.0,88.33333333333333,33.291640592396966,123.66666666666667,46.608296829355744,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.5459849905930084,0.05676532266340907,-0.09640370030838333,-0.5771686274929078,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-36.0,-63.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1815.625,1,Normal,0.15003047198814956,Normal,1,Cluster 1,MT2: Urea terlalu rendah (80.0 kg vs standar 125.0 kg); NPK terlalu rendah (112.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P656,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,1200,60.0,84.0,0.0,30.0,42.0,125.0,125.0,175.0,0.0,0.12,500.0,250.0,1041.6666666666667,700.0,350.0,1458.3333333333335,0.0,1041.6666666666667,0.0,144.0,197.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.15228426395939088,0.2131979695431472,0.6345177664974619,0.4166666666666667,0.5833333333333334,0.0,-30.0,95.0,-42.0,133.0,125.0,-125.0,71.66666666666667,48.562674281111555,100.33333333333333,67.98774399355618,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.4169144302677714,0.05676532266340907,-0.09640370030838333,-1.4580516863883808,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-95.0,-76.0,-133.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,2175.0,1,Normal,0.4612602665630403,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (30.0 kg vs standar 125.0 kg); NPK terlalu rendah (42.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
P657,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,4400,60.0,84.0,0.0,110.0,154.0,125.0,125.0,175.0,0.0,0.44,136.36363636363637,250.0,284.09090909090907,190.9090909090909,350.0,397.72727272727275,0.0,284.09090909090907,0.0,144.0,389.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.2827763496143959,0.39588688946015427,0.3213367609254499,0.4166666666666667,0.5833333333333334,0.0,50.0,15.0,70.0,21.0,125.0,-125.0,98.33333333333333,34.03429642777023,137.66666666666666,47.648014998878324,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.02342732678815072,0.05676532266340907,-0.09640370030838333,-0.04863879215562396,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-12.0,-21.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,1756.8181818181818,1,Normal,0.04836957136265674,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P658,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,1200,60.0,84.0,0.0,30.0,42.0,125.0,125.0,175.0,0.0,0.12,500.0,250.0,1041.6666666666667,700.0,350.0,1458.3333333333335,0.0,1041.6666666666667,0.0,144.0,197.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.15228426395939088,0.2131979695431472,0.6345177664974619,0.4166666666666667,0.5833333333333334,0.0,-30.0,95.0,-42.0,133.0,125.0,-125.0,71.66666666666667,48.562674281111555,100.33333333333333,67.98774399355618,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.4169144302677714,0.05676532266340907,-0.09640370030838333,-1.4580516863883808,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-95.0,-76.0,-133.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,2175.0,1,Normal,0.4612602665630403,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (30.0 kg vs standar 125.0 kg); NPK terlalu rendah (42.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
P659,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,400,60.0,84.0,0.0,10.0,14.0,125.0,125.0,175.0,0.0,0.04,1500.0,250.0,3125.0,2100.0,350.0,4375.0,0.0,3125.0,0.0,144.0,149.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.06711409395973154,0.09395973154362416,0.8389261744966443,0.4166666666666667,0.5833333333333334,0.0,-50.0,115.0,-70.0,161.0,125.0,-125.0,65.0,57.66281297335398,91.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.7652862061376766,0.05676532266340907,-0.09640370030838333,-1.8104049099465698,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-115.0,-92.0,-161.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3325.0,1,Normal,0.6178757719386468,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (10.0 kg vs standar 125.0 kg); NPK terlalu rendah (14.0 kg vs standar 175.0 kg) | Luas lahan sangat kecil - pastikan pengukuran akurat | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.62,Sedang
P660,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,10000,60.0,84.0,0.0,250.0,350.0,125.0,125.0,175.0,0.0,1.0,60.0,250.0,125.0,84.0,350.0,175.0,0.0,125.0,0.0,144.0,725.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3448275862068966,0.4827586206896552,0.1724137931034483,0.4166666666666667,0.5833333333333334,0.0,190.0,-125.0,266.0,-175.0,125.0,-125.0,145.0,96.56603957913983,203.0,135.19245541079576,41.666666666666664,72.16878364870323,-0.09784549995733421,2.4151751043011855,0.05676532266340907,-0.09640370030838333,2.4178337727517003,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,125.0,100.0,175.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,1669.0,1,Normal,0.44822623413264484,Anomali Ringan,2,Cluster 2,Periksa kembali data input pupuk | MT2: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (350.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.45,Sedang
P661,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0,MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P662,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P663,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,2800,60.0,84.0,0.0,70.0,98.0,125.0,125.0,175.0,0.0,0.28,214.28571428571428,249.99999999999997,446.4285714285714,299.99999999999994,349.99999999999994,624.9999999999999,0.0,446.4285714285714,0.0,144.0,293.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.23890784982935154,0.33447098976109213,0.42662116040955633,0.4166666666666667,0.5833333333333334,0.0,10.0,55.0,14.0,77.0,125.0,-125.0,85.0,35.0,119.0,49.0,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.720170878527961,0.05676532266340907,-0.09640370030838333,-0.7533452392720024,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-55.0,-44.0,-77.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,1846.4285714285713,1,Normal,0.12154679760670462,Normal,0,Cluster 0,MT2: Urea terlalu rendah (70.0 kg vs standar 125.0 kg); NPK terlalu rendah (98.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P664,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0,MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P665,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,800,60.0,84.0,0.0,20.0,28.0,125.0,125.0,175.0,0.0,0.08,750.0,250.0,1562.5,1050.0,350.0,2187.5,0.0,1562.5,0.0,144.0,173.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.11560693641618497,0.16184971098265896,0.7225433526011561,0.4166666666666667,0.5833333333333334,0.0,-40.0,105.0,-56.0,147.0,125.0,-125.0,68.33333333333333,52.993710318615484,95.66666666666667,74.19119444606169,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.591100318202724,0.05676532266340907,-0.09640370030838333,-1.6342282981674754,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-105.0,-84.0,-147.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,2462.5,1,Normal,0.5578746117238089,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (20.0 kg vs standar 125.0 kg); NPK terlalu rendah (28.0 kg vs standar 175.0 kg) | Luas lahan sangat kecil - pastikan pengukuran akurat | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.56,Sedang
P666,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,800,60.0,84.0,0.0,20.0,28.0,125.0,125.0,175.0,0.0,0.08,750.0,250.0,1562.5,1050.0,350.0,2187.5,0.0,1562.5,0.0,144.0,173.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.11560693641618497,0.16184971098265896,0.7225433526011561,0.4166666666666667,0.5833333333333334,0.0,-40.0,105.0,-56.0,147.0,125.0,-125.0,68.33333333333333,52.993710318615484,95.66666666666667,74.19119444606169,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.591100318202724,0.05676532266340907,-0.09640370030838333,-1.6342282981674754,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-105.0,-84.0,-147.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,2462.5,1,Normal,0.5578746117238089,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (20.0 kg vs standar 125.0 kg); NPK terlalu rendah (28.0 kg vs standar 175.0 kg) | Luas lahan sangat kecil - pastikan pengukuran akurat | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.56,Sedang
P667,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,2800,60.0,84.0,0.0,70.0,98.0,125.0,125.0,175.0,0.0,0.28,214.28571428571428,249.99999999999997,446.4285714285714,299.99999999999994,349.99999999999994,624.9999999999999,0.0,446.4285714285714,0.0,144.0,293.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.23890784982935154,0.33447098976109213,0.42662116040955633,0.4166666666666667,0.5833333333333334,0.0,10.0,55.0,14.0,77.0,125.0,-125.0,85.0,35.0,119.0,49.0,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.720170878527961,0.05676532266340907,-0.09640370030838333,-0.7533452392720024,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-55.0,-44.0,-77.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,1846.4285714285713,1,Normal,0.12154679760670462,Normal,0,Cluster 0,MT2: Urea terlalu rendah (70.0 kg vs standar 125.0 kg); NPK terlalu rendah (98.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P668,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,3200,60.0,84.0,0.0,80.0,112.0,125.0,125.0,175.0,0.0,0.32,187.5,250.0,390.625,262.5,350.0,546.875,0.0,390.625,0.0,144.0,317.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.25236593059936907,0.35331230283911674,0.3943217665615142,0.4166666666666667,0.5833333333333334,0.0,20.0,45.0,28.0,63.0,125.0,-125.0,88.33333333333333,33.291640592396966,123.66666666666667,46.608296829355744,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.5459849905930084,0.05676532266340907,-0.09640370030838333,-0.5771686274929078,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-36.0,-63.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1815.625,1,Normal,0.15003047198814956,Normal,1,Cluster 1,MT2: Urea terlalu rendah (80.0 kg vs standar 125.0 kg); NPK terlalu rendah (112.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P669,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,JAGUNG,1200,60.0,84.0,0.0,30.0,42.0,125.0,125.0,175.0,0.0,0.12,500.0,250.0,1041.6666666666667,700.0,350.0,1458.3333333333335,0.0,1041.6666666666667,0.0,144.0,197.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.15228426395939088,0.2131979695431472,0.6345177664974619,0.4166666666666667,0.5833333333333334,0.0,-30.0,95.0,-42.0,133.0,125.0,-125.0,71.66666666666667,48.562674281111555,100.33333333333333,67.98774399355618,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.4169144302677714,0.05676532266340907,-0.09640370030838333,-1.4580516863883808,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-95.0,-76.0,-133.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,2175.0,1,Normal,0.4612602665630403,Anomali Ringan,0,Cluster 0,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (30.0 kg vs standar 125.0 kg); NPK terlalu rendah (42.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
P670,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,10000,60.0,84.0,0.0,250.0,350.0,125.0,125.0,175.0,0.0,1.0,60.0,250.0,125.0,84.0,350.0,175.0,0.0,125.0,0.0,144.0,725.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3448275862068966,0.4827586206896552,0.1724137931034483,0.4166666666666667,0.5833333333333334,0.0,190.0,-125.0,266.0,-175.0,125.0,-125.0,145.0,96.56603957913983,203.0,135.19245541079576,41.666666666666664,72.16878364870323,-0.09784549995733421,2.4151751043011855,0.05676532266340907,-0.09640370030838333,2.4178337727517003,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,125.0,100.0,175.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,1669.0,1,Normal,0.44822623413264484,Anomali Ringan,2,Cluster 2,Periksa kembali data input pupuk | MT2: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (350.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.45,Sedang
P671,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,3000,60.0,84.0,0.0,75.0,105.0,125.0,125.0,175.0,0.0,0.3,200.0,250.0,416.6666666666667,280.0,350.0,583.3333333333334,0.0,416.6666666666667,0.0,144.0,305.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.2459016393442623,0.3442622950819672,0.4098360655737705,0.4166666666666667,0.5833333333333334,0.0,15.0,50.0,21.0,70.0,125.0,-125.0,86.66666666666667,34.03429642777023,121.33333333333333,47.648014998878324,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.6330779345604848,0.05676532266340907,-0.09640370030838333,-0.6652569333824551,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-40.0,-70.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,1830.0,1,Normal,0.13941206269675,Normal,1,Cluster 1,MT2: Urea terlalu rendah (75.0 kg vs standar 125.0 kg); NPK terlalu rendah (105.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P672,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,6000,60.0,84.0,0.0,150.0,210.0,125.0,125.0,175.0,0.0,0.6,100.0,250.0,208.33333333333334,140.0,350.0,291.6666666666667,0.0,208.33333333333334,0.0,144.0,485.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.30927835051546393,0.4329896907216495,0.25773195876288657,0.4166666666666667,0.5833333333333334,0.0,90.0,-25.0,126.0,-35.0,125.0,-125.0,111.66666666666667,46.45786621588784,156.33333333333334,65.04101270224298,41.666666666666664,72.16878364870323,-0.09784549995733421,0.6733162249516597,0.05676532266340907,-0.09640370030838333,0.6560676549607544,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,1715.0,1,Normal,0.12742743114730892,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P673,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,13000,60.0,84.0,0.0,325.0,455.0,125.0,125.0,175.0,0.0,1.3,46.15384615384615,250.0,96.15384615384615,64.61538461538461,350.0,134.6153846153846,0.0,96.15384615384615,0.0,144.0,905.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.35911602209944754,0.5027624309392266,0.13812154696132597,0.4166666666666667,0.5833333333333334,0.0,265.0,-200.0,371.0,-280.0,125.0,-125.0,170.0,138.11227316933133,238.0,193.35718243706387,41.666666666666664,72.16878364870323,-0.09784549995733421,3.72156926381333,0.05676532266340907,-0.09640370030838333,3.73915836109491,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,200.0,160.0,280.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.0,1653.076923076923,-1,Anomali,0.6820845092660182,Anomali Ringan,2,Cluster 2,Periksa kembali data input pupuk | MT2: Urea terlalu tinggi (325.0 kg vs standar 125.0 kg); NPK terlalu tinggi (455.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.68,Sedang
P674,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,4000,60.0,84.0,0.0,100.0,140.0,125.0,125.0,175.0,0.0,0.4,150.0,250.0,312.5,210.0,350.0,437.5,0.0,312.5,0.0,144.0,365.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.273972602739726,0.3835616438356164,0.3424657534246575,0.4166666666666667,0.5833333333333334,0.0,40.0,25.0,56.0,35.0,125.0,-125.0,95.0,32.78719262151,133.0,45.902069670114,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.1976132147231033,0.05676532266340907,-0.09640370030838333,-0.22481540393471855,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-20.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1772.5,1,Normal,0.07863274786306218,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P675,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,JAGUNG,10000,60.0,84.0,0.0,250.0,350.0,125.0,125.0,175.0,0.0,1.0,60.0,250.0,125.0,84.0,350.0,175.0,0.0,125.0,0.0,144.0,725.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3448275862068966,0.4827586206896552,0.1724137931034483,0.4166666666666667,0.5833333333333334,0.0,190.0,-125.0,266.0,-175.0,125.0,-125.0,145.0,96.56603957913983,203.0,135.19245541079576,41.666666666666664,72.16878364870323,-0.09784549995733421,2.4151751043011855,0.05676532266340907,-0.09640370030838333,2.4178337727517003,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,125.0,100.0,175.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,1669.0,1,Normal,0.44822623413264484,Anomali Ringan,2,Cluster 2,Periksa kembali data input pupuk | MT2: Urea terlalu tinggi (250.0 kg vs standar 125.0 kg); NPK terlalu tinggi (350.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.45,Sedang
