ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status,Urea_per_ha,NPK_per_ha,Organik_per_ha,Total_per_ha,Total_MT1,Total_MT2,Total_MT3,Urea_Label,Urea_Median,Urea_Lower_Bound,Urea_Upper_Bound,NPK_Label,NPK_Median,NPK_Lower_Bound,NPK_Upper_Bound,Organik_Label,Organik_Median,Organik_Lower_Bound,Organik_Upper_Bound,Overall_Status
P1852,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1853,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1854,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1855,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1856,PATANE II,SAURDOT,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1857,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1858,PATANE II,SAURDOT,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1859,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1860,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1861,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1862,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1863,PATANE II,SAURDOT,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1864,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1865,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1866,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1867,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1868,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1869,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1870,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1871,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1872,PATANE II,SAURDOT,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1873,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1874,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1875,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1876,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1877,PATANE II,SAURDOT,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1878,PATANE II,SAURDOT,BAWANG MERAH,0,131,0,0,131,0,0,0,0,5000,0,262,0,262,0.5,Normal,Overuse,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Overuse,0.0,524.0,0.0,524.0,131,131,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P1879,PATANE II,SAURDOT,BAWANG MERAH,0,131,0,0,131,0,0,0,0,5000,0,262,0,262,0.5,Normal,Overuse,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Overuse,0.0,524.0,0.0,524.0,131,131,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P1880,PATANE II,SAURDOT,BAWANG MERAH,0,131,0,0,131,0,0,0,0,5000,0,262,0,262,0.5,Normal,Overuse,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Overuse,0.0,524.0,0.0,524.0,131,131,0,Normal,,,,Normal,525.0,515.0,539.0,Normal,,,,Normal
P1881,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1882,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1883,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1884,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1885,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1886,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1887,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal,250.0,350.0,0.0,600.0,0,300,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1888,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1889,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1890,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1891,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1892,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal,250.0,350.0,0.0,600.0,0,300,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1893,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal,250.0,350.0,0.0,600.0,0,600,600,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1894,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,250,350,0,20000,500,700,0,1200,2.0,Normal,Normal,Normal,0.0,500.0,0.0,700.0,0.0,2000.0,Normal,250.0,350.0,0.0,600.0,0,600,600,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1895,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1896,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal,250.0,350.0,0.0,600.0,0,300,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1897,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1898,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1899,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1900,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal,250.0,350.0,0.0,600.0,0,300,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1901,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1902,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1903,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1904,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1905,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1906,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1907,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1908,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1909,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,125,175,0,125,175,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,300,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1910,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1911,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal,250.0,350.0,0.0,600.0,0,300,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1912,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1913,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1914,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1915,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,250,350,0,125,175,0,15000,375,525,0,900,1.5,Normal,Normal,Normal,0.0,375.0,0.0,525.0,0.0,1500.0,Normal,250.0,350.0,0.0,600.0,0,600,300,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P1916,PATANE I,SATAHI DESA PATANE I,JAGUNG,0,0,0,62,87,0,0,0,0,2500,62,87,0,149,0.25,Normal,Normal,Normal,0.0,62.5,0.0,87.5,0.0,250.0,Normal,248.0,348.0,0.0,596.0,0,149,0,Underuse,250.0,250.0,250.0,Underuse,350.0,350.0,350.0,Normal,,,,Underuse
P1917,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1918,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1919,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1920,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1921,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1922,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1923,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1924,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1925,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1926,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1927,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1928,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1929,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1930,PATANE I,SATAHI DESA PATANE I,PADI,125,150,500,0,0,0,0,0,0,5000,125,150,500,775,0.5,Normal,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Normal,250.0,300.0,1000.0,1550.0,775,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P1931,PATANE I,SATAHI DESA PATANE I,PADI,250,300,1000,0,0,0,0,0,0,10000,250,300,1000,1550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,1000.0,1550.0,1550,0,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
