ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status,Urea_per_ha,NPK_per_ha,Organik_per_ha,Total_per_ha,Total_MT1,Total_MT2,Total_MT3,Urea_Label,Urea_Median,Urea_Lower_Bound,Urea_Upper_Bound,NPK_Label,NPK_Median,NPK_Lower_Bound,NPK_Upper_Bound,Organik_Label,Organik_Median,Organik_Lower_Bound,Organik_Upper_Bound,Overall_Status
P065,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P066,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,165,231,0,165,231,0,165,231,0,19800,495,693,0,1188,1.98,Normal,Normal,Normal,0.0,495.0,0.0,693.0,0.0,1980.0,Normal,250.0,350.0,0.0,600.0,396,396,396,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P067,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,60,84,0,60,84,0,60,84,0,7200,180,252,0,432,0.72,Normal,Normal,Normal,0.0,180.0,0.0,252.0,0.0,720.0,Normal,250.0,350.0,0.0,600.0,144,144,144,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P068,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P069,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,80,112,0,80,112,0,80,112,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal,250.0,350.0,0.0,600.0,192,192,192,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P070,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P071,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,150,210,0,150,210,0,150,210,0,18000,450,630,0,1080,1.8,Normal,Normal,Normal,0.0,450.0,0.0,630.0,0.0,1800.0,Normal,250.0,350.0,0.0,600.0,360,360,360,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P072,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P073,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P074,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P075,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,80,112,0,80,112,0,80,112,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal,250.0,350.0,0.0,600.0,192,192,192,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P076,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,30,42,0,30,42,0,30,42,0,3600,90,126,0,216,0.36,Normal,Normal,Normal,0.0,90.0,0.0,126.0,0.0,360.0,Normal,250.0,350.0,0.0,600.0,72,72,72,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P077,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal,250.0,350.0,0.0,600.0,120,120,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P078,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal,250.0,350.0,0.0,600.0,0,0,240,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P079,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,40,56,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal,250.0,350.0,0.0,600.0,0,0,96,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P080,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal,250.0,350.0,0.0,600.0,0,0,240,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P081,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal,250.0,350.0,0.0,600.0,0,0,144,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P082,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal,250.0,350.0,0.0,600.0,0,0,72,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P083,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal,250.0,350.0,0.0,600.0,0,0,144,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P084,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal,250.0,350.0,0.0,600.0,0,0,480,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P085,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,40,56,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal,250.0,350.0,0.0,600.0,0,0,96,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P086,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal,250.0,350.0,0.0,600.0,0,0,144,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P087,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal,250.0,350.0,0.0,600.0,0,0,480,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P088,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal,250.0,350.0,0.0,600.0,0,0,72,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P089,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal,250.0,350.0,0.0,600.0,0,0,480,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P090,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal,250.0,350.0,0.0,600.0,0,0,240,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P091,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P092,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal,250.0,350.0,0.0,600.0,0,0,72,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P093,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,250,350,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,0,600,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P094,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P095,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P096,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal,250.0,350.0,0.0,600.0,0,0,72,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P097,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,40,56,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal,250.0,350.0,0.0,600.0,0,0,96,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P098,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P099,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P100,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal,250.0,350.0,0.0,600.0,0,0,240,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P101,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,250,350,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal,250.0,350.0,0.0,600.0,0,0,600,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P102,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal,250.0,350.0,0.0,600.0,0,0,144,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P103,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal,250.0,350.0,0.0,600.0,0,0,240,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P104,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P105,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,200,240,0,200,240,0,0,0,0,16000,400,480,0,880,1.6,Normal,Normal,Normal,0.0,400.0,0.0,480.0,0.0,1600.0,Normal,250.0,300.0,0.0,550.0,440,440,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P106,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P107,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P108,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal,250.0,300.0,0.0,550.0,110,110,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P109,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal,250.0,300.0,0.0,550.0,66,66,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P110,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P111,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P112,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P113,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P114,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,240,288,0,240,288,0,0,0,0,19200,480,576,0,1056,1.92,Normal,Normal,Normal,0.0,480.0,0.0,576.0,0.0,1920.0,Normal,250.0,300.0,0.0,550.0,528,528,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P115,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal,250.0,300.0,0.0,550.0,66,66,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P116,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,250,300,0,250,300,0,0,0,0,20000,500,600,0,1100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,0.0,550.0,550,550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P117,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,150,180,0,150,180,0,0,0,0,12000,300,360,0,660,1.2,Normal,Normal,Normal,0.0,300.0,0.0,360.0,0.0,1200.0,Normal,250.0,300.0,0.0,550.0,330,330,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P118,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,20,24,0,20,24,0,0,0,0,1600,40,48,0,88,0.16,Normal,Normal,Normal,0.0,40.0,0.0,48.0,0.0,160.0,Normal,250.0,300.0,0.0,550.0,44,44,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P119,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P120,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal,250.0,300.0,0.0,550.0,110,110,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P121,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal,250.0,300.0,0.0,550.0,66,66,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P122,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal,250.0,300.0,0.0,550.0,66,66,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P123,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,20,24,0,20,24,0,0,0,0,1600,40,48,0,88,0.16,Normal,Normal,Normal,0.0,40.0,0.0,48.0,0.0,160.0,Normal,250.0,300.0,0.0,550.0,44,44,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P124,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P125,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,150,180,0,150,180,0,0,0,0,12000,300,360,0,660,1.2,Normal,Normal,Normal,0.0,300.0,0.0,360.0,0.0,1200.0,Normal,250.0,300.0,0.0,550.0,330,330,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P126,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal,250.0,300.0,0.0,550.0,110,110,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P127,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P128,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P129,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P130,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal,250.0,300.0,0.0,550.0,66,66,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P131,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal
P132,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P133,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal,250.0,350.0,0.0,600.0,0,0,144,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P134,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,25,35,0,1000,25,35,0,60,0.1,Normal,Normal,Normal,0.0,25.0,0.0,35.0,0.0,100.0,Normal,250.0,350.0,0.0,600.0,0,0,60,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P135,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,25,35,0,1000,25,35,0,60,0.1,Normal,Normal,Normal,0.0,25.0,0.0,35.0,0.0,100.0,Normal,250.0,350.0,0.0,600.0,0,0,60,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P136,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,25,35,0,1000,25,35,0,60,0.1,Normal,Normal,Normal,0.0,25.0,0.0,35.0,0.0,100.0,Normal,250.0,350.0,0.0,600.0,0,0,60,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P137,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,120,168,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal,250.0,350.0,0.0,600.0,0,0,288,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P138,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,15,21,0,600,15,21,0,36,0.06,Normal,Normal,Normal,0.0,15.0,0.0,21.0,0.0,60.0,Normal,250.0,350.0,0.0,600.0,0,0,36,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
P139,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal,250.0,350.0,0.0,600.0,0,0,120,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal
