ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label
P203,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P204,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,16000,200.0,240.0,1000.0,200.0,240.0,500.0,125.0,150.0,500.0,1.6,125.0,125.0,78.125,150.0,150.0,93.75,625.0,312.5,312.5,1440.0,940.0,775.0,0.1388888888888889,0.16666666666666666,0.6944444444444444,0.2127659574468085,0.2553191489361702,0.5319148936170213,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,-75.0,0.0,-90.0,-500.0,0.0,175.0,43.30127018922193,210.0,51.96152422706632,666.6666666666666,288.6751345948129,0.5656225160079605,3.01476057180643,0.0014019711128900937,0.46864754603860015,3.0189873220690617,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Over,[723.0-723.0],Normal,[775.0-775.0],75.0,60.0,90.0,60.0,0.0,0.0,98.5,97.04433497536947,118.5,97.53086419753086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3851.5751991729003,2407.2344994830623,1,Normal,0.5566567274145658,Anomali Ringan,2,Cluster 2
P205,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1200,15.0,18.0,1000.0,15.0,18.0,500.0,125.0,150.0,500.0,0.12,125.0,125.0,1041.6666666666667,150.0,150.0,1250.0,8333.333333333334,4166.666666666667,4166.666666666667,1033.0,533.0,775.0,0.01452081316553727,0.017424975798644726,0.968054211035818,0.028142589118198873,0.03377110694183865,0.9380863039399625,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,110.0,0.0,132.0,-500.0,0.0,51.666666666666664,63.50852961085884,62.0,76.2102355330306,666.6666666666666,288.6751345948129,-1.6204266734898658,-2.827726626662268,0.0014019711128900937,-1.6381627740979527,-2.8199234399572966,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-110.0,-88.0,-132.0,-88.0,0.0,0.0,-86.5,-85.22167487684729,-103.5,-85.18518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.5931399379674,13021.609499483062,-1,Anomali,0.8310538312649328,Anomali Berat,3,Cluster 3
P206,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,3200,40.0,48.0,1000.0,40.0,48.0,500.0,125.0,150.0,500.0,0.32,125.0,125.0,390.625,150.0,150.0,468.75,3125.0,1562.5,1562.5,1088.0,588.0,775.0,0.03676470588235294,0.04411764705882353,0.9191176470588235,0.06802721088435375,0.08163265306122448,0.8503401360544217,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,85.0,0.0,102.0,-500.0,0.0,68.33333333333333,49.07477288111819,82.0,58.88972745734183,666.6666666666666,288.6751345948129,-1.3250146208550244,-2.0382013295719035,0.0014019711128900937,-1.3534586767822023,-2.0308814450888697,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-85.0,-68.0,-102.0,-68.0,0.0,0.0,-61.5,-60.591133004926114,-73.5,-60.49382716049383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.91503983458,5849.734499483063,1,Normal,0.5710595229243209,Anomali Ringan,1,Cluster 1
P207,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1200,15.0,18.0,1000.0,15.0,18.0,500.0,125.0,150.0,500.0,0.12,125.0,125.0,1041.6666666666667,150.0,150.0,1250.0,8333.333333333334,4166.666666666667,4166.666666666667,1033.0,533.0,775.0,0.01452081316553727,0.017424975798644726,0.968054211035818,0.028142589118198873,0.03377110694183865,0.9380863039399625,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,110.0,0.0,132.0,-500.0,0.0,51.666666666666664,63.50852961085884,62.0,76.2102355330306,666.6666666666666,288.6751345948129,-1.6204266734898658,-2.827726626662268,0.0014019711128900937,-1.6381627740979527,-2.8199234399572966,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-110.0,-88.0,-132.0,-88.0,0.0,0.0,-86.5,-85.22167487684729,-103.5,-85.18518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.5931399379674,13021.609499483062,-1,Anomali,0.8310538312649328,Anomali Berat,3,Cluster 3
P208,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P209,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P210,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P211,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,75.0,90.0,500.0,125.0,150.0,500.0,0.6,125.0,125.0,208.33333333333334,150.0,150.0,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,665.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.11278195488721804,0.13533834586466165,0.7518796992481203,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,50.0,0.0,60.0,-500.0,0.0,91.66666666666667,28.867513459481287,110.0,34.64101615137755,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.9328659136453931,0.0014019711128900937,-0.9548729405401517,-0.9262226522730721,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,-26.5,-26.108374384236456,-31.5,-25.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.9656996898375,3841.609499483063,1,Normal,0.33670737244099,Anomali Ringan,1,Cluster 1
P212,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1200,15.0,18.0,1000.0,15.0,18.0,500.0,125.0,150.0,500.0,0.12,125.0,125.0,1041.6666666666667,150.0,150.0,1250.0,8333.333333333334,4166.666666666667,4166.666666666667,1033.0,533.0,775.0,0.01452081316553727,0.017424975798644726,0.968054211035818,0.028142589118198873,0.03377110694183865,0.9380863039399625,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,110.0,0.0,132.0,-500.0,0.0,51.666666666666664,63.50852961085884,62.0,76.2102355330306,666.6666666666666,288.6751345948129,-1.6204266734898658,-2.827726626662268,0.0014019711128900937,-1.6381627740979527,-2.8199234399572966,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-110.0,-88.0,-132.0,-88.0,0.0,0.0,-86.5,-85.22167487684729,-103.5,-85.18518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.5931399379674,13021.609499483062,-1,Anomali,0.8310538312649328,Anomali Berat,3,Cluster 3
P213,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,5600,70.0,84.0,1000.0,70.0,84.0,500.0,125.0,150.0,500.0,0.56,124.99999999999999,124.99999999999999,223.2142857142857,149.99999999999997,149.99999999999997,267.85714285714283,1785.7142857142856,892.8571428571428,892.8571428571428,1154.0,654.0,775.0,0.060658578856152515,0.07279029462738301,0.8665511265164645,0.10703363914373089,0.12844036697247707,0.764525993883792,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,55.0,0.0,66.0,-500.0,0.0,88.33333333333333,31.754264805429415,106.0,38.1051177665153,666.6666666666666,288.6751345948129,-0.9705201576932148,-1.090770973063466,0.0014019711128900937,-1.011813760003302,-1.0840310512467575,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-55.0,-44.0,-66.0,-44.0,0.0,0.0,-31.5,-31.03448275862069,-37.5,-30.864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243.1013197105153,4005.5380709116343,1,Normal,0.378851183592802,Anomali Ringan,1,Cluster 1
P214,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P215,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,6000,75.0,90.0,1000.0,75.0,90.0,500.0,125.0,150.0,500.0,0.6,125.0,125.0,208.33333333333334,150.0,150.0,250.0,1666.6666666666667,833.3333333333334,833.3333333333334,1165.0,665.0,775.0,0.06437768240343347,0.07725321888412018,0.8583690987124464,0.11278195488721804,0.13533834586466165,0.7518796992481203,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,50.0,0.0,60.0,-500.0,0.0,91.66666666666667,28.867513459481287,110.0,34.64101615137755,666.6666666666666,288.6751345948129,-0.9114377471662465,-0.9328659136453931,0.0014019711128900937,-0.9548729405401517,-0.9262226522730721,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-50.0,-40.0,-60.0,-40.0,0.0,0.0,-26.5,-26.108374384236456,-31.5,-25.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.9656996898375,3841.609499483063,1,Normal,0.33670737244099,Anomali Ringan,1,Cluster 1
P216,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1
P217,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,14000,175.0,210.0,1000.0,175.0,210.0,500.0,125.0,150.0,500.0,1.4,125.00000000000001,125.00000000000001,89.28571428571429,150.0,150.0,107.14285714285715,714.2857142857143,357.14285714285717,357.14285714285717,1385.0,885.0,775.0,0.1263537906137184,0.15162454873646208,0.7220216606498195,0.1977401129943503,0.23728813559322035,0.5649717514124294,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,-50.0,0.0,-60.0,-500.0,0.0,158.33333333333334,28.867513459481287,190.0,34.64101615137755,666.6666666666666,288.6751345948129,0.2702104633731191,2.2252352747160655,0.0014019711128900937,0.18394344872284976,2.229945327200635,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Over,[723.0-723.0],Normal,[775.0-775.0],50.0,40.0,60.0,40.0,0.0,0.0,73.5,72.41379310344827,88.5,72.8395061728395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542.253299276288,2530.1809280544917,1,Normal,0.49455850190527284,Anomali Ringan,2,Cluster 2
P218,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P219,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P220,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1
P221,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P222,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,1200,15.0,18.0,1000.0,15.0,18.0,500.0,125.0,150.0,500.0,0.12,125.0,125.0,1041.6666666666667,150.0,150.0,1250.0,8333.333333333334,4166.666666666667,4166.666666666667,1033.0,533.0,775.0,0.01452081316553727,0.017424975798644726,0.968054211035818,0.028142589118198873,0.03377110694183865,0.9380863039399625,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,110.0,0.0,132.0,-500.0,0.0,51.666666666666664,63.50852961085884,62.0,76.2102355330306,666.6666666666666,288.6751345948129,-1.6204266734898658,-2.827726626662268,0.0014019711128900937,-1.6381627740979527,-2.8199234399572966,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-110.0,-88.0,-132.0,-88.0,0.0,0.0,-86.5,-85.22167487684729,-103.5,-85.18518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.5931399379674,13021.609499483062,-1,Anomali,0.8310538312649328,Anomali Berat,3,Cluster 3
P223,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
P224,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1
P225,SIBARANI NASAMPULU/NAMUNGKUP,SAOLOAN,PADI,2000,25.0,30.0,1000.0,25.0,30.0,500.0,125.0,150.0,500.0,0.2,125.0,125.0,625.0,150.0,150.0,750.0,5000.0,2500.0,2500.0,1055.0,555.0,775.0,0.023696682464454975,0.02843601895734597,0.9478672985781991,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,100.0,0.0,120.0,-500.0,0.0,58.333333333333336,57.735026918962575,70.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.5022618524359292,-2.5119165078261223,0.0014019711128900937,-1.5242811351716525,-2.504306642009926,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-100.0,-80.0,-120.0,-80.0,0.0,0.0,-76.5,-75.36945812807882,-91.5,-75.30864197530865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3218998966126,8431.609499483062,-1,Anomali,0.6467396220250463,Anomali Ringan,3,Cluster 3
