ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label
P2008,LUMBAN GURNING,SAHAT GABE,JAGUNG,2500,60.0,84.0,0.0,62.0,87.0,125.0,125.0,175.0,0.0,0.25,240.0,248.0,500.0,336.0,348.0,700.0,0.0,500.0,0.0,144.0,274.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.22627737226277372,0.3175182481751825,0.4562043795620438,0.4166666666666667,0.5833333333333334,0.0,2.0,63.0,3.0,88.0,125.0,-125.0,82.33333333333333,36.96394639825858,115.33333333333333,51.69461609619839,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.8595195888759232,0.05676532266340907,-0.09640370030838333,-0.8917697199555766,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-50.4,-88.0,-50.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.31428571428575,1865.257142857143,1,Normal,0.09418744002673307,Normal,0,Cluster 0
P2009,LUMBAN GURNING,SAHAT GABE,JAGUNG,2500,60.0,84.0,0.0,62.0,87.0,125.0,125.0,175.0,0.0,0.25,240.0,248.0,500.0,336.0,348.0,700.0,0.0,500.0,0.0,144.0,274.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.22627737226277372,0.3175182481751825,0.4562043795620438,0.4166666666666667,0.5833333333333334,0.0,2.0,63.0,3.0,88.0,125.0,-125.0,82.33333333333333,36.96394639825858,115.33333333333333,51.69461609619839,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.8595195888759232,0.05676532266340907,-0.09640370030838333,-0.8917697199555766,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-50.4,-88.0,-50.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.31428571428575,1865.257142857143,1,Normal,0.09418744002673307,Normal,0,Cluster 0
P2010,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2011,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2012,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2013,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2014,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2015,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2016,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2017,LUMBAN GURNING,SAHAT GABE,JAGUNG,2500,60.0,84.0,0.0,62.0,87.0,125.0,125.0,175.0,0.0,0.25,240.0,248.0,500.0,336.0,348.0,700.0,0.0,500.0,0.0,144.0,274.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.22627737226277372,0.3175182481751825,0.4562043795620438,0.4166666666666667,0.5833333333333334,0.0,2.0,63.0,3.0,88.0,125.0,-125.0,82.33333333333333,36.96394639825858,115.33333333333333,51.69461609619839,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.8595195888759232,0.05676532266340907,-0.09640370030838333,-0.8917697199555766,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-50.4,-88.0,-50.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.31428571428575,1865.257142857143,1,Normal,0.09418744002673307,Normal,0,Cluster 0
P2018,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2019,LUMBAN GURNING,SAHAT GABE,JAGUNG,2500,60.0,84.0,0.0,62.0,87.0,125.0,125.0,175.0,0.0,0.25,240.0,248.0,500.0,336.0,348.0,700.0,0.0,500.0,0.0,144.0,274.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.22627737226277372,0.3175182481751825,0.4562043795620438,0.4166666666666667,0.5833333333333334,0.0,2.0,63.0,3.0,88.0,125.0,-125.0,82.33333333333333,36.96394639825858,115.33333333333333,51.69461609619839,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.8595195888759232,0.05676532266340907,-0.09640370030838333,-0.8917697199555766,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-50.4,-88.0,-50.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.31428571428575,1865.257142857143,1,Normal,0.09418744002673307,Normal,0,Cluster 0
P2020,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2021,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2022,LUMBAN GURNING,SAHAT GABE,JAGUNG,2500,60.0,84.0,0.0,62.0,87.0,125.0,125.0,175.0,0.0,0.25,240.0,248.0,500.0,336.0,348.0,700.0,0.0,500.0,0.0,144.0,274.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.22627737226277372,0.3175182481751825,0.4562043795620438,0.4166666666666667,0.5833333333333334,0.0,2.0,63.0,3.0,88.0,125.0,-125.0,82.33333333333333,36.96394639825858,115.33333333333333,51.69461609619839,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.8595195888759232,0.05676532266340907,-0.09640370030838333,-0.8917697199555766,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-50.4,-88.0,-50.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.31428571428575,1865.257142857143,1,Normal,0.09418744002673307,Normal,0,Cluster 0
P2023,LUMBAN GURNING,SAHAT GABE,JAGUNG,2500,60.0,84.0,0.0,62.0,87.0,125.0,125.0,175.0,0.0,0.25,240.0,248.0,500.0,336.0,348.0,700.0,0.0,500.0,0.0,144.0,274.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.22627737226277372,0.3175182481751825,0.4562043795620438,0.4166666666666667,0.5833333333333334,0.0,2.0,63.0,3.0,88.0,125.0,-125.0,82.33333333333333,36.96394639825858,115.33333333333333,51.69461609619839,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.8595195888759232,0.05676532266340907,-0.09640370030838333,-0.8917697199555766,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-50.4,-88.0,-50.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.31428571428575,1865.257142857143,1,Normal,0.09418744002673307,Normal,0,Cluster 0
P2024,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2025,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2026,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2027,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2028,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2029,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2030,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2031,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2032,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P2033,LUMBAN GURNING,SAHAT GABE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
