ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status
P529,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,80,112,0,0,0,0,3200,80,112,0,192,0.32,Normal,Normal,Normal,0.0,80.0,0.0,112.0,0.0,320.0,Normal
P530,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P531,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,100,140,0,0,0,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P532,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P533,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,50,70,0,0,0,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P534,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,50,70,0,0,0,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P535,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,40,56,0,0,0,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P536,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,100,140,0,0,0,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P537,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,240,336,0,0,0,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal
P538,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P539,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P540,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P541,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,125,175,0,0,0,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P542,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,100,140,0,0,0,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P543,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,40,56,0,0,0,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P544,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,40,56,0,0,0,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P545,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,100,140,0,0,0,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P546,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,40,56,0,0,0,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P547,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,120,168,0,0,0,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal
P548,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,150,210,0,0,0,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P549,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,150,210,0,0,0,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P550,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,40,56,0,0,0,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P551,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,80,112,0,0,0,0,3200,80,112,0,192,0.32,Normal,Normal,Normal,0.0,80.0,0.0,112.0,0.0,320.0,Normal
P552,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,80,112,0,0,0,0,3200,80,112,0,192,0.32,Normal,Normal,Normal,0.0,80.0,0.0,112.0,0.0,320.0,Normal
P553,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P554,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,100,140,0,0,0,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P555,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,80,112,0,0,0,0,3200,80,112,0,192,0.32,Normal,Normal,Normal,0.0,80.0,0.0,112.0,0.0,320.0,Normal
P556,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,75,105,0,0,0,0,3000,75,105,0,180,0.3,Normal,Normal,Normal,0.0,75.0,0.0,105.0,0.0,300.0,Normal
P557,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,200,280,0,0,0,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal
P558,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,100,140,0,0,0,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P559,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,150,210,0,0,0,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P560,SIBUEA,PEA SIDAKKA,JAGUNG,0,0,0,60,84,0,0,0,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P561,SIBUEA,PEA SIDAKKA,PADI,40,48,0,0,0,0,0,0,0,1600,40,48,0,88,0.16,Normal,Normal,Normal,0.0,40.0,0.0,48.0,0.0,160.0,Normal
P562,SIBUEA,PEA SIDAKKA,PADI,30,36,0,0,0,0,0,0,0,1200,30,36,0,66,0.12,Normal,Normal,Normal,0.0,30.0,0.0,36.0,0.0,120.0,Normal
P563,SIBUEA,PEA SIDAKKA,PADI,100,120,0,0,0,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P564,SIBUEA,PEA SIDAKKA,PADI,30,36,0,0,0,0,0,0,0,1200,30,36,0,66,0.12,Normal,Normal,Normal,0.0,30.0,0.0,36.0,0.0,120.0,Normal
P565,SIBUEA,PEA SIDAKKA,PADI,25,30,0,0,0,0,0,0,0,1000,25,30,0,55,0.1,Normal,Normal,Normal,0.0,25.0,0.0,30.0,0.0,100.0,Normal
