ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status
P001,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P002,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,110,154,0,4400,110,154,0,264,0.44,Normal,Normal,Normal,0.0,110.0,0.0,154.0,0.0,440.0,Normal
P003,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,150,210,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P004,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal
P005,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,70,98,0,2800,70,98,0,168,0.28,Normal,Normal,Normal,0.0,70.0,0.0,98.00000000000001,0.0,280.0,Normal
P006,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P007,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P008,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,120,168,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal
P009,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,110,154,0,4400,110,154,0,264,0.44,Normal,Normal,Normal,0.0,110.0,0.0,154.0,0.0,440.0,Normal
P010,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P011,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P012,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P013,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P014,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,125,175,0,5000,125,175,0,300,0.5,Normal,Normal,Normal,0.0,125.0,0.0,175.0,0.0,500.0,Normal
P015,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,70,98,0,2800,70,98,0,168,0.28,Normal,Normal,Normal,0.0,70.0,0.0,98.00000000000001,0.0,280.0,Normal
P016,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,120,168,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal
P017,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,80,112,0,3200,80,112,0,192,0.32,Normal,Normal,Normal,0.0,80.0,0.0,112.0,0.0,320.0,Normal
P018,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,170,238,0,6800,170,238,0,408,0.68,Normal,Normal,Normal,0.0,170.0,0.0,238.00000000000003,0.0,680.0,Normal
P019,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P020,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,60,84,0,60,84,0,60,84,0,7200,180,252,0,432,0.72,Normal,Normal,Normal,0.0,180.0,0.0,252.0,0.0,720.0,Normal
P021,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P022,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P023,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,20,24,0,20,24,0,30,36,0,2800,70,84,0,154,0.28,Normal,Normal,Normal,0.0,70.0,0.0,84.00000000000001,0.0,280.0,Normal
P024,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P025,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal
P026,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,50,60,0,50,60,0,150,180,0,10000,250,300,0,550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P027,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,150,180,0,150,180,0,0,0,0,12000,300,360,0,660,1.2,Normal,Normal,Normal,0.0,300.0,0.0,360.0,0.0,1200.0,Normal
P028,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,90,108,0,90,108,0,0,0,0,7200,180,216,0,396,0.72,Normal,Normal,Normal,0.0,180.0,0.0,216.0,0.0,720.0,Normal
P029,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,20,24,0,20,24,0,0,0,0,1600,40,48,0,88,0.16,Normal,Normal,Normal,0.0,40.0,0.0,48.0,0.0,160.0,Normal
P030,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P031,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal
P032,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P033,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P034,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,190,228,0,190,228,0,0,0,0,15200,380,456,0,836,1.52,Normal,Normal,Normal,0.0,380.0,0.0,456.0,0.0,1520.0,Normal
P035,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,60,72,0,60,72,0,0,0,0,4800,120,144,0,264,0.48,Normal,Normal,Normal,0.0,120.0,0.0,144.0,0.0,480.0,Normal
P036,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,20,24,0,20,24,0,0,0,0,1600,40,48,0,88,0.16,Normal,Normal,Normal,0.0,40.0,0.0,48.0,0.0,160.0,Normal
P037,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,125,150,0,125,150,0,0,0,0,10000,250,300,0,550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal
P038,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P039,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal
P040,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P041,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P042,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,70,84,0,70,84,0,0,0,0,5600,140,168,0,308,0.56,Normal,Normal,Normal,0.0,140.0,0.0,168.00000000000003,0.0,560.0,Normal
P043,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P044,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,160,224,0,160,224,0,160,224,0,19200,480,672,0,1152,1.92,Normal,Normal,Normal,0.0,480.0,0.0,672.0,0.0,1920.0,Normal
P045,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,100,140,0,100,140,0,100,140,0,12000,300,420,0,720,1.2,Normal,Normal,Normal,0.0,300.0,0.0,420.0,0.0,1200.0,Normal
P046,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P047,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,100,140,0,100,140,0,100,140,0,12000,300,420,0,720,1.2,Normal,Normal,Normal,0.0,300.0,0.0,420.0,0.0,1200.0,Normal
P048,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P049,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,40,56,0,40,56,0,40,56,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal
P050,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,80,112,0,80,112,0,80,112,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal
P051,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,150,210,0,150,210,0,150,210,0,18000,450,630,0,1080,1.8,Normal,Normal,Normal,0.0,450.0,0.0,630.0,0.0,1800.0,Normal
P052,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P053,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,80,112,0,80,112,0,80,112,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal
P054,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,165,231,0,165,231,0,165,231,0,19800,495,693,0,1188,1.98,Normal,Normal,Normal,0.0,495.0,0.0,693.0,0.0,1980.0,Normal
P055,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,20,28,0,20,28,0,20,28,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P056,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,60,84,0,60,84,0,60,84,0,7200,180,252,0,432,0.72,Normal,Normal,Normal,0.0,180.0,0.0,252.0,0.0,720.0,Normal
P057,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,70,98,0,70,98,0,70,98,0,8400,210,294,0,504,0.84,Normal,Normal,Normal,0.0,210.0,0.0,294.0,0.0,840.0,Normal
P058,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,160,224,0,160,224,0,160,224,0,19200,480,672,0,1152,1.92,Normal,Normal,Normal,0.0,480.0,0.0,672.0,0.0,1920.0,Normal
P059,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,90,126,0,90,126,0,90,126,0,10800,270,378,0,648,1.08,Normal,Normal,Normal,0.0,270.0,0.0,378.0,0.0,1080.0,Normal
P060,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,40,56,0,40,56,0,40,56,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal
P061,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,60,84,0,60,84,0,60,84,0,7200,180,252,0,432,0.72,Normal,Normal,Normal,0.0,180.0,0.0,252.0,0.0,720.0,Normal
P062,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,60,84,0,60,84,0,60,84,0,7200,180,252,0,432,0.72,Normal,Normal,Normal,0.0,180.0,0.0,252.0,0.0,720.0,Normal
P063,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,40,56,0,40,56,0,40,56,0,4800,120,168,0,288,0.48,Normal,Normal,Normal,0.0,120.0,0.0,168.0,0.0,480.0,Normal
P064,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,30,42,0,30,42,0,30,42,0,3600,90,126,0,216,0.36,Normal,Normal,Normal,0.0,90.0,0.0,126.0,0.0,360.0,Normal
P065,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P066,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,165,231,0,165,231,0,165,231,0,19800,495,693,0,1188,1.98,Normal,Normal,Normal,0.0,495.0,0.0,693.0,0.0,1980.0,Normal
P067,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,60,84,0,60,84,0,60,84,0,7200,180,252,0,432,0.72,Normal,Normal,Normal,0.0,180.0,0.0,252.0,0.0,720.0,Normal
P068,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P069,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,80,112,0,80,112,0,80,112,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal
P070,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P071,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,150,210,0,150,210,0,150,210,0,18000,450,630,0,1080,1.8,Normal,Normal,Normal,0.0,450.0,0.0,630.0,0.0,1800.0,Normal
P072,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P073,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P074,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P075,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,80,112,0,80,112,0,80,112,0,9600,240,336,0,576,0.96,Normal,Normal,Normal,0.0,240.0,0.0,336.0,0.0,960.0,Normal
P076,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,30,42,0,30,42,0,30,42,0,3600,90,126,0,216,0.36,Normal,Normal,Normal,0.0,90.0,0.0,126.0,0.0,360.0,Normal
P077,SIBARANI NASAMPULU/NAMUNGKUP,LANBOW NAULI,JAGUNG,50,70,0,50,70,0,50,70,0,6000,150,210,0,360,0.6,Normal,Normal,Normal,0.0,150.0,0.0,210.0,0.0,600.0,Normal
P078,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P079,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,40,56,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P080,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P081,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P082,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal
P083,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P084,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal
P085,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,40,56,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P086,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P087,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal
P088,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal
P089,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,200,280,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal
P090,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P091,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P092,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal
P093,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,250,350,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P094,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P095,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P096,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,30,42,0,1200,30,42,0,72,0.12,Normal,Normal,Normal,0.0,30.0,0.0,42.0,0.0,120.0,Normal
P097,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,40,56,0,1600,40,56,0,96,0.16,Normal,Normal,Normal,0.0,40.0,0.0,56.0,0.0,160.0,Normal
P098,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P099,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P100,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P101,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,250,350,0,10000,250,350,0,600,1.0,Normal,Normal,Normal,0.0,250.0,0.0,350.0,0.0,1000.0,Normal
P102,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,60,84,0,2400,60,84,0,144,0.24,Normal,Normal,Normal,0.0,60.0,0.0,84.0,0.0,240.0,Normal
P103,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,100,140,0,4000,100,140,0,240,0.4,Normal,Normal,Normal,0.0,100.0,0.0,140.0,0.0,400.0,Normal
P104,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,JAGUNG,0,0,0,0,0,0,50,70,0,2000,50,70,0,120,0.2,Normal,Normal,Normal,0.0,50.0,0.0,70.0,0.0,200.0,Normal
P105,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,200,240,0,200,240,0,0,0,0,16000,400,480,0,880,1.6,Normal,Normal,Normal,0.0,400.0,0.0,480.0,0.0,1600.0,Normal
P106,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P107,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal
P108,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal
P109,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal
P110,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P111,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal
P112,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P113,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal
P114,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,240,288,0,240,288,0,0,0,0,19200,480,576,0,1056,1.92,Normal,Normal,Normal,0.0,480.0,0.0,576.0,0.0,1920.0,Normal
P115,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,30,36,0,30,36,0,0,0,0,2400,60,72,0,132,0.24,Normal,Normal,Normal,0.0,60.0,0.0,72.0,0.0,240.0,Normal
P116,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,250,300,0,250,300,0,0,0,0,20000,500,600,0,1100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal
P117,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,150,180,0,150,180,0,0,0,0,12000,300,360,0,660,1.2,Normal,Normal,Normal,0.0,300.0,0.0,360.0,0.0,1200.0,Normal
P118,SIBARANI NASAMPULU/NAMUNGKUP,MARSIURUPAN,PADI,20,24,0,20,24,0,0,0,0,1600,40,48,0,88,0.16,Normal,Normal,Normal,0.0,40.0,0.0,48.0,0.0,160.0,Normal
