ID_Petani,Desa,Kelompok_Tani,Komoditas,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_Tanah_m2,Total_Urea,Total_NPK,Total_Organik,Total_Pupuk,Luas_Tanah_ha,Status_Urea,Status_NPK,Status_Organik,Jatah_Urea_Min,Jatah_Urea_Max,Jatah_NPK_Min,Jatah_NPK_Max,Jatah_Organik_Min,Jatah_Organik_Max,Final_Status,Urea_per_ha,NPK_per_ha,Organik_per_ha,Total_per_ha,Total_MT1,Total_MT2,Total_MT3,Urea_Label,Urea_Median,Urea_Lower_Bound,Urea_Upper_Bound,NPK_Label,NPK_Median,NPK_Lower_Bound,NPK_Upper_Bound,Organik_Label,Organik_Median,Organik_Lower_Bound,Organik_Upper_Bound,Overall_Status,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Underuse_Statistik_Urea,Underuse_Statistik_NPK,Underuse_Statistik_Organik,Underuse_Statistik
P349,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P350,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P351,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000,400,480,0,880,1.6,Normal,Normal,Normal,0.0,400.0,0.0,480.0,0.0,1600.0,Normal,250.0,300.0,0.0,550.0,440,440,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P352,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,180,216,0,180,216,0,0,0,0,14400,360,432,0,792,1.44,Normal,Normal,Normal,0.0,360.0,0.0,432.0,0.0,1440.0,Normal,250.0,300.0,0.0,550.0,396,396,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P353,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000,400,480,0,880,1.6,Normal,Normal,Normal,0.0,400.0,0.0,480.0,0.0,1600.0,Normal,250.0,300.0,0.0,550.0,440,440,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P354,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,250,300,0,250,300,0,0,0,0,20000,500,600,0,1100,2.0,Normal,Normal,Normal,0.0,500.0,0.0,600.0,0.0,2000.0,Normal,250.0,300.0,0.0,550.0,550,550,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P355,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal,250.0,300.0,0.0,550.0,110,110,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P356,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P357,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P358,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,150,180,0,150,180,0,0,0,0,12000,300,360,0,660,1.2,Normal,Normal,Normal,0.0,300.0,0.0,360.0,0.0,1200.0,Normal,250.0,300.0,0.0,550.0,330,330,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P359,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,125,150,0,125,150,0,0,0,0,10000,250,300,0,550,1.0,Normal,Normal,Normal,0.0,250.0,0.0,300.0,0.0,1000.0,Normal,250.0,300.0,0.0,550.0,275,275,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P360,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal,250.0,300.0,0.0,550.0,110,110,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P361,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P362,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,150,180,0,150,180,0,0,0,0,12000,300,360,0,660,1.2,Normal,Normal,Normal,0.0,300.0,0.0,360.0,0.0,1200.0,Normal,250.0,300.0,0.0,550.0,330,330,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P363,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,200,240,0,200,240,0,0,0,0,16000,400,480,0,880,1.6,Normal,Normal,Normal,0.0,400.0,0.0,480.0,0.0,1600.0,Normal,250.0,300.0,0.0,550.0,440,440,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P364,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P365,SIBARANI NASAMPULU/NAMUNGKUP,SIBOTIK,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P366,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,JAGUNG,0,0,0,200,280,0,0,0,0,8000,200,280,0,480,0.8,Normal,Normal,Normal,0.0,200.0,0.0,280.0,0.0,800.0,Normal,250.0,350.0,0.0,600.0,0,480,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal,1,Normal,0.0,Normal,False,False,False,False
P367,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,JAGUNG,0,0,0,160,224,0,0,0,0,6400,160,224,0,384,0.64,Normal,Normal,Normal,0.0,160.0,0.0,224.0,0.0,640.0,Normal,250.0,350.0,0.0,600.0,0,384,0,Normal,250.0,250.0,250.0,Normal,350.0,350.0,350.0,Normal,,,,Normal,1,Normal,0.0,Normal,False,False,False,False
P368,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200,280,336,0,616,1.12,Normal,Normal,Normal,0.0,280.0,0.0,336.00000000000006,0.0,1120.0,Normal,249.99999999999997,299.99999999999994,0.0,549.9999999999999,308,308,0,Underuse,250.0,250.0,250.0,Underuse,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,True,False,True
P369,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000,150,180,0,330,0.6,Normal,Normal,Normal,0.0,150.0,0.0,180.0,0.0,600.0,Normal,250.0,300.0,0.0,550.0,165,165,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P370,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,63,75,0,63,75,0,0,0,0,5000,126,150,0,276,0.5,Overuse,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Overuse,252.0,300.0,0.0,552.0,138,138,0,Overuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Overuse,1,Normal,0.26394790938550616,Normal,False,False,False,False
P371,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,50,60,0,50,60,0,0,0,0,4000,100,120,0,220,0.4,Normal,Normal,Normal,0.0,100.0,0.0,120.0,0.0,400.0,Normal,250.0,300.0,0.0,550.0,110,110,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P372,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P373,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,130,156,0,130,156,0,0,0,0,10400,260,312,0,572,1.04,Normal,Normal,Normal,0.0,260.0,0.0,312.0,0.0,1040.0,Normal,250.0,300.0,0.0,550.0,286,286,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P374,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800,120,144,0,264,0.48,Normal,Normal,Normal,0.0,120.0,0.0,144.0,0.0,480.0,Normal,250.0,300.0,0.0,550.0,132,132,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P375,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P376,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P377,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P378,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,230,276,0,230,276,0,0,0,0,18400,460,552,0,1012,1.84,Normal,Normal,Normal,0.0,460.0,0.0,552.0,0.0,1840.0,Normal,250.0,300.0,0.0,550.0,506,506,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P379,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P380,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,65,78,0,65,78,0,0,0,0,5200,130,156,0,286,0.52,Normal,Normal,Normal,0.0,130.0,0.0,156.0,0.0,520.0,Normal,250.0,300.0,0.0,550.0,143,143,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P381,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800,120,144,0,264,0.48,Normal,Normal,Normal,0.0,120.0,0.0,144.0,0.0,480.0,Normal,250.0,300.0,0.0,550.0,132,132,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P382,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,160,192,0,160,192,0,0,0,0,12800,320,384,0,704,1.28,Normal,Normal,Normal,0.0,320.0,0.0,384.0,0.0,1280.0,Normal,250.0,300.0,0.0,550.0,352,352,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P383,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P384,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800,120,144,0,264,0.48,Normal,Normal,Normal,0.0,120.0,0.0,144.0,0.0,480.0,Normal,250.0,300.0,0.0,550.0,132,132,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P385,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P386,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P387,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,40,48,0,40,48,0,0,0,0,3200,80,96,0,176,0.32,Normal,Normal,Normal,0.0,80.0,0.0,96.0,0.0,320.0,Normal,250.0,300.0,0.0,550.0,88,88,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P388,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P389,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,63,75,0,63,75,0,0,0,0,5000,126,150,0,276,0.5,Overuse,Normal,Normal,0.0,125.0,0.0,150.0,0.0,500.0,Overuse,252.0,300.0,0.0,552.0,138,138,0,Overuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Overuse,1,Normal,0.26394790938550616,Normal,False,False,False,False
P390,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200,280,336,0,616,1.12,Normal,Normal,Normal,0.0,280.0,0.0,336.00000000000006,0.0,1120.0,Normal,249.99999999999997,299.99999999999994,0.0,549.9999999999999,308,308,0,Underuse,250.0,250.0,250.0,Underuse,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,True,False,True
P391,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P392,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P393,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,70,84,0,70,84,0,0,0,0,5600,140,168,0,308,0.56,Normal,Normal,Normal,0.0,140.0,0.0,168.00000000000003,0.0,560.0,Normal,249.99999999999997,299.99999999999994,0.0,549.9999999999999,154,154,0,Underuse,250.0,250.0,250.0,Underuse,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,True,False,True
P394,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,115,138,0,115,138,0,0,0,0,9200,230,276,0,506,0.92,Normal,Normal,Normal,0.0,230.0,0.0,276.0,0.0,920.0,Normal,250.0,300.0,0.0,550.0,253,253,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P395,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,170,204,0,170,204,0,0,0,0,13600,340,408,0,748,1.36,Normal,Normal,Normal,0.0,340.0,0.0,408.00000000000006,0.0,1360.0,Normal,249.99999999999997,300.0,0.0,550.0,374,374,0,Underuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,False,False,False
P396,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200,280,336,0,616,1.12,Normal,Normal,Normal,0.0,280.0,0.0,336.00000000000006,0.0,1120.0,Normal,249.99999999999997,299.99999999999994,0.0,549.9999999999999,308,308,0,Underuse,250.0,250.0,250.0,Underuse,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,True,False,True
P397,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000,150,180,0,330,0.6,Normal,Normal,Normal,0.0,150.0,0.0,180.0,0.0,600.0,Normal,250.0,300.0,0.0,550.0,165,165,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P398,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,200,240,0,0,0,0,88,105,0,11500,288,345,0,633,1.15,Overuse,Normal,Normal,0.0,287.5,0.0,345.0,0.0,1150.0,Overuse,250.43478260869568,300.0,0.0,550.4347826086957,440,0,193,Overuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Overuse,1,Normal,0.17885521242121594,Normal,False,False,False,False
P399,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P400,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,140,168,0,140,168,0,0,0,0,11200,280,336,0,616,1.12,Normal,Normal,Normal,0.0,280.0,0.0,336.00000000000006,0.0,1120.0,Normal,249.99999999999997,299.99999999999994,0.0,549.9999999999999,308,308,0,Underuse,250.0,250.0,250.0,Underuse,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,True,False,True
P401,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,85,102,0,85,102,0,0,0,0,6800,170,204,0,374,0.68,Normal,Normal,Normal,0.0,170.0,0.0,204.00000000000003,0.0,680.0,Normal,249.99999999999997,300.0,0.0,550.0,187,187,0,Underuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,False,False,False
P402,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P403,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,85,102,0,85,102,0,0,0,0,6800,170,204,0,374,0.68,Normal,Normal,Normal,0.0,170.0,0.0,204.00000000000003,0.0,680.0,Normal,249.99999999999997,300.0,0.0,550.0,187,187,0,Underuse,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Underuse,1,Normal,0.10057477536018733,Normal,False,False,False,False
P404,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,60,72,0,60,72,0,0,0,0,4800,120,144,0,264,0.48,Normal,Normal,Normal,0.0,120.0,0.0,144.0,0.0,480.0,Normal,250.0,300.0,0.0,550.0,132,132,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P405,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000,150,180,0,330,0.6,Normal,Normal,Normal,0.0,150.0,0.0,180.0,0.0,600.0,Normal,250.0,300.0,0.0,550.0,165,165,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P406,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P407,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,160,192,0,0,0,0,160,192,0,12800,320,384,0,704,1.28,Normal,Normal,Normal,0.0,320.0,0.0,384.0,0.0,1280.0,Normal,250.0,300.0,0.0,550.0,352,0,352,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P408,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,75,90,0,75,90,0,0,0,0,6000,150,180,0,330,0.6,Normal,Normal,Normal,0.0,150.0,0.0,180.0,0.0,600.0,Normal,250.0,300.0,0.0,550.0,165,165,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P409,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P410,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,120,144,0,120,144,0,0,0,0,9600,240,288,0,528,0.96,Normal,Normal,Normal,0.0,240.0,0.0,288.0,0.0,960.0,Normal,250.0,300.0,0.0,550.0,264,264,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P411,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P412,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,100,120,0,100,120,0,0,0,0,8000,200,240,0,440,0.8,Normal,Normal,Normal,0.0,200.0,0.0,240.0,0.0,800.0,Normal,250.0,300.0,0.0,550.0,220,220,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
P413,SIBARANI NASAMPULU/NAMUNGKUP,SUB SAROHA,PADI,80,96,0,80,96,0,0,0,0,6400,160,192,0,352,0.64,Normal,Normal,Normal,0.0,160.0,0.0,192.0,0.0,640.0,Normal,250.0,300.0,0.0,550.0,176,176,0,Normal,250.0,250.0,250.0,Normal,300.0,300.0,300.0,Normal,,,,Normal,1,Normal,0.10057477536018733,Normal,False,False,False,False
