ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_ha,Final_Status,Prioritas,Rekomendasi,Action_Plan
P2472,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2473,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2474,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2475,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2476,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2477,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2478,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2479,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2480,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2481,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2482,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2483,PATANE V,DESA MAJU,PADI,1.5,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2484,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2485,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2486,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2487,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2488,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2489,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2490,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2491,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2492,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2493,PATANE V,DESA MAJU,PADI,0.7,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2494,PATANE V,DESA MAJU,PADI,1.5,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2495,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2496,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2497,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2498,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2499,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2500,PATANE V,DESA MAJU,PADI,0.5,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2501,PATANE V,DESA MAJU,PADI,1.0,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.63) | 📊 Intensitas sangat tinggi: 1450.0 kg/ha | 🎯 Cluster 7,"Periksa pola pemupukan, ada ketidakwajaran; Evaluasi efisiensi, kemungkinan boros"
P2502,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2503,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2504,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2505,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2506,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2507,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2508,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2509,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2510,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2511,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2512,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2513,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2514,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2515,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2516,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2517,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2518,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2519,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2520,PATANE IV,DOSROHA,JAGUNG,0.4,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2521,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2522,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2523,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2524,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2525,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2526,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2527,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2528,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2529,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2530,PATANE IV,DOSROHA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2531,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2532,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2533,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2534,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2535,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2536,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2537,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2538,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2539,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2540,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2541,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2542,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2543,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2544,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2545,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2546,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2547,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2548,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2549,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2550,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2551,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2552,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2553,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2554,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2555,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2556,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2557,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2558,PATANE IV,DOSROHA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2559,PATANE IV,DOSROHA,PADI,1.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2560,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2561,PATANE IV,MARSADA,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2562,PATANE IV,MARSADA,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2563,PATANE IV,MARSADA,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2564,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2565,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2566,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2567,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2568,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2569,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2570,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2571,PATANE IV,MARSADA,JAGUNG,0.25,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2572,PATANE IV,MARSADA,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2573,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2574,PATANE IV,MARSADA,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2575,PATANE IV,MARSADA,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2576,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2577,PATANE IV,MARSADA,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2578,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2579,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2580,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2581,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2582,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2583,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2584,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2585,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2586,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2587,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2588,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2589,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2590,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2591,PATANE IV,MARSADA,PADI,2.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2592,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2593,PATANE IV,MARSADA,PADI,0.5,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 9,"Evaluasi efisiensi, kemungkinan boros"
P2594,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2595,PATANE IV,MARSADA,PADI,1.0,Normal,Sedang,📊 Intensitas sangat tinggi: 1550.0 kg/ha | 🎯 Cluster 1,"Evaluasi efisiensi, kemungkinan boros"
P2596,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2597,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2598,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2599,PATANE IV,LBN.TINJOAN,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2600,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2601,PATANE IV,LBN.TINJOAN,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2602,PATANE IV,LBN.TINJOAN,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2603,PATANE IV,LBN.TINJOAN,JAGUNG,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P2604,PATANE IV,LBN.TINJOAN,JAGUNG,0.75,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.32) | 🎯 Cluster 2,"Periksa pola pemupukan, ada ketidakwajaran"
P2605,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2606,PATANE IV,LBN.TINJOAN,JAGUNG,2.0,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2607,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2608,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2609,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2610,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2611,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2612,PATANE IV,LBN.TINJOAN,JAGUNG,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P2613,PATANE IV,LBN.TINJOAN,JAGUNG,0.75,Normal,Sedang,⚠️ ANOMALI RINGAN: Pola perlu perhatian (ML Score: 0.32) | 🎯 Cluster 2,"Periksa pola pemupukan, ada ketidakwajaran"
P2614,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P2615,PATANE IV,LBN.TINJOAN,JAGUNG,0.5,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
