ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_ha,Final_Status,Prioritas,Rekomendasi,Action_Plan
P719,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P720,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P721,OMPU RAJA HUTAPEA TIMUR,MARSADA,JAGUNG,0.2,Normal,Rendah,🎯 Cluster 0,Tidak ada tindakan diperlukan
P722,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.28,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P723,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.08,Normal,Sedang,🎯 Cluster 8 | ⚠️ Luas sangat kecil - verifikasi pengukuran,Cek kembali data luas lahan
P724,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P725,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.52,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P726,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P727,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.28,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P728,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P729,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.16,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P730,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P731,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.72,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P732,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P733,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.16,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P734,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.08,Normal,Sedang,🎯 Cluster 8 | ⚠️ Luas sangat kecil - verifikasi pengukuran,Cek kembali data luas lahan
P735,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.48,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P736,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P737,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P738,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P739,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P740,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P741,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P742,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.28,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P743,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.24,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P744,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.28,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P746,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P747,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P748,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.28,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P749,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P750,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P751,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P752,OMPU RAJA HUTAPEA TIMUR,CINTA TANI,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P753,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P754,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.3,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P755,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P756,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.3,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P757,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P758,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P759,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.8,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P760,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.8,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P761,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P762,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.2,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P763,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P764,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.3,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P765,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P766,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.3,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P767,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.2,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P768,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P769,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P770,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P771,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P772,OMPU RAJA HUTAPEA TIMUR,LANCAR TERUS,PADI,1.2,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P773,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P774,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P775,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P776,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P777,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P778,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P779,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P780,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P781,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P782,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P783,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P784,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P785,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P786,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P787,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P788,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P789,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P790,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.8,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P791,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P792,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P793,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P794,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P795,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P796,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P797,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P798,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P799,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P800,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P801,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P802,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P803,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P804,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P805,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P806,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.16,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P807,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P808,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P809,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.16,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P810,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P811,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P812,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.3,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P813,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P814,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.16,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P815,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P816,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P817,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P818,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P819,OMPU RAJA HUTAPEA TIMUR,MARSADA,PADI,0.5,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P820,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P821,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P822,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P823,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P824,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P825,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P826,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P827,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P828,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P829,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P830,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P831,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P832,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P833,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P834,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P835,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P836,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P837,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P838,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P839,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P840,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P841,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P842,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P843,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P844,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P845,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P846,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P847,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P848,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P849,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P850,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P851,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P852,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P853,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P854,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P855,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P856,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P857,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P858,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P859,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P860,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P861,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P862,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P863,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P864,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P865,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P866,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P867,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.5,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P868,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P869,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P870,OMPU RAJA HUTAPEA TIMUR,SABAR,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P871,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P872,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.28,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P873,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P874,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P875,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P876,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P877,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P878,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P879,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,1.08,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P880,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,1.0,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P881,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P882,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P883,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P884,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P885,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P886,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.32,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P887,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P888,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P889,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P890,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.6,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P891,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.8,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P892,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.24,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P893,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P894,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P896,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.4,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P897,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P898,OMPU RAJA HUTAPEA TIMUR,SINAR HARAPAN,PADI,0.2,Normal,Rendah,🎯 Cluster 8,Tidak ada tindakan diperlukan
P899,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,1.6,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P900,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,1.8,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P901,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,1.2,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
P902,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,1.6,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P903,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,1.92,Normal,Rendah,🎯 Cluster 6,Tidak ada tindakan diperlukan
P904,OMPU RAJA HUTAPEA TIMUR,KARYA,PADI,0.8,Normal,Rendah,🎯 Cluster 2,Tidak ada tindakan diperlukan
